TRAMO_ID,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
MONTEMAR_ALTO_2230_2300,54519,MONTEMAR ALTO,MÁLAGA,22:30 - 23:00,7,5.0
MONTEMAR_ALTO_2300_2330,54519,MONTEMAR ALTO,MÁLAGA,23:00 - 23:30,7,7.0
MONTEMAR_ALTO_2330_0000,54519,MONTEMAR ALTO,MÁLAGA,23:30 - 00:00,1,6.0
PLAZA_MAYOR_0000_0030,54520,PLAZA MAYOR,MÁLAGA,00:00 - 00:30,4,0.0
PLAZA_MAYOR_0030_0100,54520,PLAZA MAYOR,MÁLAGA,00:30 - 01:00,4,0.0
PLAZA_MAYOR_0530_0600,54520,PLAZA MAYOR,MÁLAGA,05:30 - 06:00,0,1.0
PLAZA_MAYOR_0600_0630,54520,PLAZA MAYOR,MÁLAGA,06:00 - 06:30,0,0.0
PLAZA_MAYOR_0630_0700,54520,PLAZA MAYOR,MÁLAGA,06:30 - 07:00,7,9.0
PLAZA_MAYOR_0700_0730,54520,PLAZA MAYOR,MÁLAGA,07:00 - 07:30,9,14.0
PLAZA_MAYOR_0730_0800,54520,PLAZA MAYOR,MÁLAGA,07:30 - 08:00,40,10.0
PLAZA_MAYOR_0800_0830,54520,PLAZA MAYOR,MÁLAGA,08:00 - 08:30,34,10.0
PLAZA_MAYOR_0830_0900,54520,PLAZA MAYOR,MÁLAGA,08:30 - 09:00,18,17.0
PLAZA_MAYOR_0900_0930,54520,PLAZA MAYOR,MÁLAGA,09:00 - 09:30,25,14.0
PLAZA_MAYOR_0930_1000,54520,PLAZA MAYOR,MÁLAGA,09:30 - 10:00,13,20.0
PLAZA_MAYOR_1000_1030,54520,PLAZA MAYOR,MÁLAGA,10:00 - 10:30,24,26.0
PLAZA_MAYOR_1030_1100,54520,PLAZA MAYOR,MÁLAGA,10:30 - 11:00,26,19.0
PLAZA_MAYOR_1100_1130,54520,PLAZA MAYOR,MÁLAGA,11:00 - 11:30,26,38.0
PLAZA_MAYOR_1130_1200,54520,PLAZA MAYOR,MÁLAGA,11:30 - 12:00,24,38.0
PLAZA_MAYOR_1200_1230,54520,PLAZA MAYOR,MÁLAGA,12:00 - 12:30,40,29.0
PLAZA_MAYOR_1230_1300,54520,PLAZA MAYOR,MÁLAGA,12:30 - 13:00,17,25.0
PLAZA_MAYOR_1300_1330,54520,PLAZA MAYOR,MÁLAGA,13:00 - 13:30,31,49.0
PLAZA_MAYOR_1330_1400,54520,PLAZA MAYOR,MÁLAGA,13:30 - 14:00,24,14.0
PLAZA_MAYOR_1400_1430,54520,PLAZA MAYOR,MÁLAGA,14:00 - 14:30,31,48.0
PLAZA_MAYOR_1430_1500,54520,PLAZA MAYOR,MÁLAGA,14:30 - 15:00,51,48.0
PLAZA_MAYOR_1500_1530,54520,PLAZA MAYOR,MÁLAGA,15:00 - 15:30,47,44.0
PLAZA_MAYOR_1530_1600,54520,PLAZA MAYOR,MÁLAGA,15:30 - 16:00,37,36.0
PLAZA_MAYOR_1600_1630,54520,PLAZA MAYOR,MÁLAGA,16:00 - 16:30,54,42.0
PLAZA_MAYOR_1630_1700,54520,PLAZA MAYOR,MÁLAGA,16:30 - 17:00,16,23.0
PLAZA_MAYOR_1700_1730,54520,PLAZA MAYOR,MÁLAGA,17:00 - 17:30,41,53.0
PLAZA_MAYOR_1730_1800,54520,PLAZA MAYOR,MÁLAGA,17:30 - 18:00,21,23.0
PLAZA_MAYOR_1800_1830,54520,PLAZA MAYOR,MÁLAGA,18:00 - 18:30,40,62.0
PLAZA_MAYOR_1830_1900,54520,PLAZA MAYOR,MÁLAGA,18:30 - 19:00,30,38.0
PLAZA_MAYOR_1900_1930,54520,PLAZA MAYOR,MÁLAGA,19:00 - 19:30,36,35.0
PLAZA_MAYOR_1930_2000,54520,PLAZA MAYOR,MÁLAGA,19:30 - 20:00,38,18.0
PLAZA_MAYOR_2000_2030,54520,PLAZA MAYOR,MÁLAGA,20:00 - 20:30,33,33.0
PLAZA_MAYOR_2030_2100,54520,PLAZA MAYOR,MÁLAGA,20:30 - 21:00,17,9.0
PLAZA_MAYOR_2100_2130,54520,PLAZA MAYOR,MÁLAGA,21:00 - 21:30,24,20.0
PLAZA_MAYOR_2130_2200,54520,PLAZA MAYOR,MÁLAGA,21:30 - 22:00,24,6.0
PLAZA_MAYOR_2200_2230,54520,PLAZA MAYOR,MÁLAGA,22:00 - 22:30,16,3.0
PLAZA_MAYOR_2230_2300,54520,PLAZA MAYOR,MÁLAGA,22:30 - 23:00,9,10.0
PLAZA_MAYOR_2300_2330,54520,PLAZA MAYOR,MÁLAGA,23:00 - 23:30,5,5.0
PLAZA_MAYOR_2330_0000,54520,PLAZA MAYOR,MÁLAGA,23:30 - 00:00,8,2.0
