Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
school_london_Hurstmere_School,Hurstmere School,Academy Converter,Secondary,Hurst Road,Open,Boys,Bexley,0.114438,51.4384003
school_london_Hyde_Park_School,Hyde Park School,Other Independent School,Not applicable,24 Elvaston Place,Open,Mixed,Kensington And Chelsea,-0.180796,51.4976006
school_london_Hyland_House_School,Hyland House School,Other Independent School,Not applicable,896 Forest Road,Open,Mixed,Haringey,-0.0671781,51.5929985
school_london_Hylands_Primary_School,Hylands Primary School,Community School,Primary,Granger Way,Open,Mixed,Havering,0.197272,51.5718994
school_london_Hythe_Primary_School,Hythe Primary School,Community School,Primary,Thorpe Road,Open,Mixed,Runnymede,-0.523282,51.4291
school_london_Ibstock_Place_School,Ibstock Place School,Other Independent School,Not applicable,Clarence Lane,Open,Mixed,Wandsworth,-0.252446,51.4546013
school_london_Ickburgh_School,Ickburgh School,Community Special School,Not applicable,Kenworthy Road,Open,Mixed,Camden,-0.180852,51.5500984
school_london_Ilderton_Primary_School,Ilderton Primary School,Community School,Primary,Varcoe Road,Open,Mixed,Southwark,-0.0543907,51.4850006
school_london_Ilford_County_High_School,Ilford County High School,Community School,Secondary,Fremantle Road,Open,Boys,Redbridge,0.0769759,51.5918999
school_london_Ilford_Grammar_School,Ilford Grammar School,Other Independent School,Not applicable,"Carnegie Buildings, 785 High Road",Open,Mixed,Redbridge,0.106594,51.5662003
school_london_Imam_Zakariya_Academy,Imam Zakariya Academy,Other Independent School,Not applicable,447-451 Romford Road,Open,Mixed,Newham,0.0336728,51.5475006
school_london_Immanuel_And_St_Andrew_Church_Of_England_Primary_School,Immanuel And St Andrew Church Of England Primary School,Voluntary Aided School,Primary,Northanger Road,Open,Mixed,Lambeth,-0.131552,51.4193993
school_london_Immanuel_College,Immanuel College,Other Independent School,Not applicable,87-91 Elstree Road,Open,Mixed,Hertsmere,-0.334382,51.6411018
school_london_Immanuel_School,Immanuel School,Other Independent School,Not applicable,Havering Grange Centre,Open,Mixed,Havering,0.17755,51.6088982
school_london_Independent_Jewish_Day_School,Independent Jewish Day School,Academy Converter,Primary,46 Green Lane,Open,Mixed,Barnet,-0.214698,51.5856018
school_london_Ingrave_Johnstone_Church_Of_England_Voluntary_Aided_Primary_School,Ingrave Johnstone Church Of England Voluntary Aided Primary School,Voluntary Aided School,Primary,Brentwood Road,Open,Mixed,Brentwood,0.345124,51.6002998
school_london_Insights_Independent_School,Insights Independent School,Other Independent Special School,Not applicable,3-5 Alexandria Road,Open,Mixed,Ealing,-0.320318,51.5126991
school_london_Inspired_Directions_School,Inspired Directions School,Other Independent Special School,Not applicable,57 Dalston Lane,Open,Mixed,Hackney,-0.0704299,51.5466003
school_london_Instituto_Espanol_Canada_Blanch,Instituto Espanol Canada Blanch,Other Independent School,Not applicable,317 Portobello Road,Open,Mixed,Kensington And Chelsea,-0.208862,51.520401
school_london_International_Community_School,International Community School,Other Independent School,Not applicable,4 York Terrace East,Open,Mixed,Westminster,-0.152259,51.5238991
school_london_International_School_Of_London,International School Of London,Other Independent School,Not applicable,139 Gunnersbury Avenue,Open,Mixed,Hounslow,-0.282938,51.4958
school_london_Invicta_Primary_School,Invicta Primary School,Community School,Primary,Invicta Road,Open,Mixed,Greenwich,0.0205569,51.4790001
school_london_Iqra_Primary_School,Iqra Primary School,Voluntary Aided School,Primary,127 Park Hill,Open,Mixed,Lambeth,-0.130419,51.4548988
school_london_Islamia_Primary_School,Islamia Primary School,Voluntary Aided School,Primary,129 Salusbury Road,Open,Mixed,Brent,-0.208066,51.5395012
school_london_Islamia_School_For_Girls',Islamia School For Girls',Other Independent School,Not applicable,129 Salusbury Road,Open,Girls,Brent,-0.208066,51.5395012
school_london_Islamic_Shakhsiyah_Foundation,Islamic Shakhsiyah Foundation,Other Independent School,Not applicable,First Floor,Open,Mixed,Haringey,-0.085246,51.5807991
school_london_Isleworth_And_Syon_School_For_Boys,Isleworth And Syon School For Boys,Academy Converter,Secondary,Ridgeway Road,Open,Boys,Hounslow,-0.34146,51.4805984
school_london_Isleworth_Town_Primary_School,Isleworth Town Primary School,Community School,Primary,Twickenham Road,Open,Mixed,Hounslow,-0.3292,51.4735985
school_london_Italia_Conti_Academy_Of_Theatre_Arts,Italia Conti Academy Of Theatre Arts,Other Independent School,Not applicable,23 Goswell Road,Open,Mixed,Islington,-0.0978655,51.5223007
school_london_Iver_Heath_Infant_School_And_Nursery,Iver Heath Infant School And Nursery,Community School,Primary,Slough Road,Open,Mixed,South Bucks,-0.519941,51.5359993
school_london_Iver_Heath_Junior_School,Iver Heath Junior School,Community School,Primary,St Margaret's Close,Open,Mixed,South Bucks,-0.521353,51.5377998
school_london_Iver_Village_Infant_School,Iver Village Infant School,Community School,Primary,Grange Way,Open,Mixed,South Bucks,-0.508807,51.5201988
school_london_Ivybridge_Primary_School,Ivybridge Primary School,Community School,Primary,Summerwood Road,Open,Mixed,Hounslow,-0.332957,51.4561996
school_london_Ivydale_Primary_School,Ivydale Primary School,Community School,Primary,Ivydale Road,Open,Mixed,Southwark,-0.0462579,51.4595985
school_london_Jack_And_Jill_School,Jack And Jill School,Other Independent School,Not applicable,30 Nightingale Road,Open,Mixed,Richmond Upon Thames,-0.370919,51.4253998
school_london_Jack_Tizard_School,Jack Tizard School,Community Special School,Not applicable,South Africa Road,Open,Mixed,Hammersmith And Fulham,-0.233574,51.5093994
school_london_Jameah_Academy,Jameah Academy,Other Independent School,Not applicable,49 Rolleston Street,Open,Girls,Merton,-0.1985,51.4015007
school_london_James_Allen's_Girls'_School,James Allen's Girls' School,Other Independent School,Not applicable,East Dulwich Grove,Open,Girls,Southwark,-0.0857115,51.4548988
school_london_James_Dixon_Primary_School,James Dixon Primary School,Foundation School,Primary,William Booth Road,Open,Mixed,Bromley,-0.0690635,51.4110985
school_london_James_Wolfe_Primary_School_And_Centre_For_The_Deaf,James Wolfe Primary School And Centre For The Deaf,Community School,Primary,Randall Place,Open,Mixed,Greenwich,-0.0131239,51.4790993
school_london_Jamiah_Madaniyah_Primary_School,Jamiah Madaniyah Primary School,Other Independent School,Not applicable,80-82 Stafford Road,Open,Mixed,Newham,0.0403169,51.5419006
school_london_Jamiatul_Ummah_School,Jamiatul Ummah School,Other Independent School,Not applicable,56 Bigland Street,Open,Boys,Tower Hamlets,-0.0585878,51.5126991
school_london_Jcoss,Jcoss,Voluntary Aided School,Secondary,Castle Wood Road,Open,Mixed,Barnet,-0.169704,51.6553001
school_london_Jessop_Primary_School,Jessop Primary School,Community School,Primary,Lowden Road,Open,Mixed,Lambeth,-0.101437,51.4598999
school_london_Jfs,Jfs,Voluntary Aided School,Secondary,The Mall,Open,Mixed,Brent,-0.281098,51.5810013
school_london_Jo_Richardson_Community_School,Jo Richardson Community School,Community School,Secondary,Gale Street,Open,Mixed,Barking And Dagenham,0.126375,51.5334015
school_london_John_Ball_Primary_School,John Ball Primary School,Community School,Primary,Southvale Road,Open,Mixed,Lewisham,0.0050795,51.466301
school_london_John_Betts_Primary_School,John Betts Primary School,Voluntary Aided School,Primary,Paddenswick Road,Open,Mixed,Hammersmith And Fulham,-0.235731,51.4967995
school_london_John_Bramston_Primary_School,John Bramston Primary School,Community School,Primary,Newcastle Avenue,Open,Mixed,Redbridge,0.107446,51.6054993
school_london_John_Burns_Primary_School,John Burns Primary School,Community School,Primary,Wycliffe Road,Open,Mixed,Wandsworth,-0.152786,51.4695015
school_london_John_Chilton_School,John Chilton School,Community Special School,Not applicable,Compton Crescent,Open,Mixed,Ealing,-0.384574,51.5443001
school_london_John_Donne_Primary_School,John Donne Primary School,Academy Converter,Primary,Woods Road,Open,Mixed,Southwark,-0.0613363,51.4730988
school_london_John_F_Kennedy_Special_School,John F Kennedy Special School,Academy Special Converter,Not applicable,Pitchford Street,Open,Mixed,Newham,0.0020018,51.5377007
school_london_John_Keble_Cofe_Primary_School,John Keble Cofe Primary School,Voluntary Aided School,Primary,Crownhill Road,Open,Mixed,Brent,-0.247045,51.5379982
school_london_John_Locke_Academy,John Locke Academy,Academy Sponsor Led,Primary,Bader Way,Open,Mixed,Hillingdon,-0.470789,51.5415001
school_london_John_Perry_Primary_School,John Perry Primary School,Community School,Primary,Charles Road,Open,Mixed,Barking And Dagenham,0.170836,51.5419998
school_london_John_Perryn_Primary_School,John Perryn Primary School,Community School,Primary,Long Drive,Open,Mixed,Ealing,-0.255588,51.519001
school_london_John_Ruskin_Primary_School_And_Language_Classes,John Ruskin Primary School And Language Classes,Community School,Primary,John Ruskin Street,Open,Mixed,Southwark,-0.0971919,51.4831009
school_london_John_Scurr_Primary_School,John Scurr Primary School,Community School,Primary,Cephas Street,Open,Mixed,Tower Hamlets,-0.052434,51.5220985
school_london_John_Stainer_Community_Primary_School,John Stainer Community Primary School,Community School,Primary,Mantle Road,Open,Mixed,Lewisham,-0.0396264,51.4641991
school_london_Joseph_Hood_Primary_School,Joseph Hood Primary School,Community School,Primary,Whatley Avenue,Open,Mixed,Merton,-0.214642,51.4059982
school_london_Joydens_Wood_Infant_School,Joydens Wood Infant School,Academy Converter,Primary,Park Way,Open,Mixed,Dartford,0.176842,51.426899
school_london_Joydens_Wood_Junior_School,Joydens Wood Junior School,Academy Converter,Primary,Birchwood Drive,Open,Mixed,Dartford,0.175566,51.4267006
school_london_Jubilee_Primary_School,Jubilee Primary School,Community School,Primary,Filey Avenue,Open,Mixed,Hackney,-0.0659527,51.5661011
school_london_Judith_Kerr_Primary_School,Judith Kerr Primary School,Free Schools,Primary,Half Moon Lane,Open,Mixed,Southwark,-0.0931146,51.4530983
school_london_Julian's_School,Julian's School,Foundation School,Primary,16 Wolfington Road,Open,Mixed,Lambeth,-0.105518,51.4311981
school_london_Jus't'learn,Jus't'learn,Other Independent School,Not applicable,9-11 Commonside East,Open,Mixed,Merton,-0.161793,51.4043999
school_london_Kaizen_Primary_School,Kaizen Primary School,Community School,Primary,Cumberland Road Playing Field,Open,Mixed,Newham,0.0262311,51.5222015
school_london_Keble_Preparatory_School,Keble Preparatory School,Other Independent School,Not applicable,Wades Hill,Open,Boys,Enfield,-0.10314,51.635601
school_london_Keir_Hardie_Primary_School,Keir Hardie Primary School,Community School,Primary,13 Robertson Road,Open,Mixed,Newham,0.0203145,51.5164986
school_london_Kelmscott_School,Kelmscott School,Community School,Secondary,Markhouse Road,Open,Mixed,Waltham Forest,-0.0283872,51.5755997
school_london_Kelvin_Grove_Primary_School,Kelvin Grove Primary School,Community School,Primary,Kelvin Grove,Open,Mixed,Lewisham,-0.0627903,51.4325981
school_london_Kemnal_Technology_College,Kemnal Technology College,Academy Converter,Secondary,Sevenoaks Way,Open,Boys,Bromley,0.11015,51.4118996
school_london_Kender_Primary_School,Kender Primary School,Community School,Primary,Briant Street,Open,Mixed,Lewisham,-0.0508136,51.4749985
school_london_Kenilworth_Primary_School,Kenilworth Primary School,Community School,Primary,Kenilworth Drive,Open,Mixed,Hertsmere,-0.2565,51.6549988
school_london_Kenley_Primary_School,Kenley Primary School,Community School,Primary,New Barn Lane,Open,Mixed,Croydon,-0.0861412,51.3157997
school_london_Kenmont_Primary_School,Kenmont Primary School,Community School,Primary,Valliere Road,Open,Mixed,Hammersmith And Fulham,-0.235348,51.5317001
school_london_Kenmore_Park_Infant_And_Nursery_School,Kenmore Park Infant And Nursery School,Community School,Primary,Moorhouse Road,Open,Mixed,Harrow,-0.297208,51.594101
school_london_Kenmore_Park_Junior_School,Kenmore Park Junior School,Community School,Primary,Moorhouse Road,Open,Mixed,Harrow,-0.297208,51.594101
school_london_Kenningtons_Primary_Academy,Kenningtons Primary Academy,Academy Converter,Primary,Tamar Drive,Open,Mixed,Thurrock,0.251391,51.5077019
school_london_Kensington_Aldridge_Academy,Kensington Aldridge Academy,Academy Sponsor Led,Secondary,1 Silchester Road,Open,Mixed,Kensington And Chelsea,-0.215574,51.5141983
school_london_Kensington_Avenue_Primary_School,Kensington Avenue Primary School,Community School,Primary,Kensington Avenue,Open,Mixed,Croydon,-0.112127,51.4108009
school_london_Kensington_Prep_School,Kensington Prep School,Other Independent School,Not applicable,596 Fulham Road,Open,Girls,Hammersmith And Fulham,-0.202237,51.4774017
school_london_Kensington_Primary_School,Kensington Primary School,Community School,Primary,Kensington Avenue,Open,Mixed,Newham,0.0564217,51.542099
school_london_Kent_House_Hospital_School,Kent House Hospital School,Other Independent Special School,Not applicable,Crockenhill Road,Open,Mixed,Bromley,0.127815,51.3877983
school_london_Kentish_Town_Church_Of_England_Primary_School,Kentish Town Church Of England Primary School,Voluntary Aided School,Primary,Islip Street,Open,Mixed,Camden,-0.139284,51.5497017
school_london_Kenyngton_Manor_Primary_School,Kenyngton Manor Primary School,Academy Sponsor Led,Primary,Bryony Way,Open,Mixed,Spelthorne,-0.417589,51.4258995
school_london_Kerem_School,Kerem School,Other Independent School,Not applicable,Norrice Lea,Open,Mixed,Barnet,-0.173875,51.5842018
school_london_Keston_Church_Of_England_Primary_School,Keston Church Of England Primary School,Academy Converter,Primary,Lakes Road,Open,Mixed,Bromley,0.0321185,51.3611984
school_london_Keston_Primary_School,Keston Primary School,Community School,Primary,Keston Avenue,Open,Mixed,Croydon,-0.117802,51.3045006
school_london_Kestrel_House_School,Kestrel House School,Other Independent Special School,Not applicable,104 Crouch Hill,Open,Mixed,Haringey,-0.122342,51.5764999
school_london_Kew_College,Kew College,Other Independent School,Not applicable,24-26 Cumberland Road,Open,Mixed,Richmond Upon Thames,-0.284747,51.4805984
school_london_Kew_Green_Preparatory_School,Kew Green Preparatory School,Other Independent School,Not applicable,Layton House,Open,Mixed,Richmond Upon Thames,-0.290138,51.4859009
school_london_Kew_House,Kew House,Other Independent School,Not applicable,6 Capital Interchange Way,Open,Mixed,Hounslow,-0.287032,51.4906998
school_london_Kew_Riverside_Primary_School,Kew Riverside Primary School,Community School,Primary,37 Courtlands Avenue,Open,Mixed,Richmond Upon Thames,-0.276664,51.4742012
school_london_Keys_Meadow_School,Keys Meadow School,Community School,Primary,84 Tysoe Avenue,Open,Mixed,Enfield,-0.0271329,51.675499
school_london_Keyworth_Primary_School,Keyworth Primary School,Community School,Primary,Faunce Street,Open,Mixed,Southwark,-0.104703,51.4866982
school_london_Khalsa_College_London,Khalsa College London,Other Independent School,Not applicable,35 Pinner Road,Open,Mixed,Harrow,-0.344186,51.5810013
school_london_Khalsa_Va_Primary_School,Khalsa Va Primary School,Voluntary Aided School,Primary,Norwood Hall,Open,Mixed,Ealing,-0.370439,51.4949989
school_london_Kidbrooke_Park_Primary_School,Kidbrooke Park Primary School,Community School,Primary,Hargood Road,Open,Mixed,Greenwich,0.03217,51.4700012
school_london_Kilburn_Grange_School,Kilburn Grange School,Free Schools,Primary,Priory Park Road,Open,Mixed,Brent,-0.197093,51.5405998
school_london_Kilmorie_Primary_School,Kilmorie Primary School,Community School,Primary,Kilmorie Road,Open,Mixed,Lewisham,-0.0398399,51.4387016
school_london_King_Athelstan_Primary_School,King Athelstan Primary School,Community School,Primary,Villiers Road,Open,Mixed,Kingston Upon Thames,-0.295249,51.4054985
school_london_King_Fahad_Academy,King Fahad Academy,Other Independent School,Not applicable,Bromyard Avenue,Open,Mixed,Ealing,-0.251063,51.5117989
school_london_King_Harold_Business_&_Enterprise_Academy,King Harold Business & Enterprise Academy,Academy Converter,Secondary,Broomstick Hall Road,Open,Mixed,Epping Forest,0.0150171,51.6894989
school_london_King_Solomon_High_School,King Solomon High School,Voluntary Aided School,Secondary,Forest Road,Open,Mixed,Redbridge,0.0875346,51.5936012
school_london_King's_College_School,King's College School,Other Independent School,Not applicable,Southside,Open,Mixed,Merton,-0.225983,51.4216995
school_london_King's_House_School,King's House School,Other Independent School,Not applicable,68 King's Road,Open,Boys,Richmond Upon Thames,-0.293028,51.4594002
school_london_King's_Oak_Primary_School,King's Oak Primary School,Community School,Primary,Dickerage Lane,Open,Mixed,Kingston Upon Thames,-0.274042,51.4048004
school_london_Kingfisher_Hall_Primary_Academy,Kingfisher Hall Primary Academy,Free Schools,Primary,40 The Ride,Open,Mixed,Enfield,-0.0446402,51.6517982
school_london_Kings_Avenue_School,Kings Avenue School,Community School,Primary,Kings Avenue,Open,Mixed,Lambeth,-0.12991,51.4570999
school_london_Kings_Cross_Academy,Kings Cross Academy,Academy Sponsor Led,Primary,Plimsoll Building,Open,Mixed,Camden,-0.127119,51.5372009
school_london_Kings_Kids_Christian_School,Kings Kids Christian School,Other Independent School,Not applicable,100 Woodpecker Road,Open,Mixed,Lewisham,-0.0380302,51.4805984
school_london_Kings_London,Kings London,Other Independent School,Not applicable,25 Beckenham Road,Open,Mixed,Bromley,-0.0358881,51.4076996
school_london_Kingsbury_Green_Primary_School,Kingsbury Green Primary School,Community School,Primary,Old Kenton Lane,Open,Mixed,Brent,-0.269782,51.5833015
school_london_Kingsbury_High_School,Kingsbury High School,Academy Converter,Secondary,Princes Avenue,Open,Mixed,Brent,-0.274736,51.5896988
school_london_Kingscote_School,Kingscote School,Other Independent School,Not applicable,Oval Way,Closed,Boys,Chiltern,-0.55721,51.5957985
school_london_Kingsdale_Foundation_School,Kingsdale Foundation School,Academy Converter,Secondary,Alleyn Park,Open,Mixed,Southwark,-0.0850292,51.4323006
school_london_Kingsdown_Secondary_School,Kingsdown Secondary School,Other Independent Special School,Not applicable,112 Orchard Road,Open,Boys,Croydon,-0.0644903,51.3246002
school_london_Kingsford_Community_School,Kingsford Community School,Community School,Secondary,Kingsford Way,Open,Mixed,Newham,0.055086,51.5140991
school_london_Kingsgate_Primary_School,Kingsgate Primary School,Community School,Primary,Kingsgate Road,Open,Mixed,Camden,-0.196842,51.5433006
school_london_Kingsley_Academy,Kingsley Academy,Academy Sponsor Led,Secondary,Prince Regent Road,Open,Mixed,Hounslow,-0.358815,51.4709015
school_london_Kingsley_Primary_School,Kingsley Primary School,Community School,Primary,Thomson Crescent,Open,Mixed,Croydon,-0.117474,51.3815002
school_london_Kingsmead_Primary_School,Kingsmead Primary School,Community School,Primary,Kingsmead Way,Open,Mixed,Hackney,-0.0353097,51.5536003
school_london_Kingsmead_School,Kingsmead School,Academy Converter,Secondary,Southbury Road,Open,Mixed,Enfield,-0.0612306,51.6509018
school_london_Kingston_Community_School,Kingston Community School,Free Schools,Primary,204 Acre Road,Open,Mixed,Kingston Upon Thames,-0.293675,51.418499
school_london_Kingston_Grammar_School,Kingston Grammar School,Other Independent School,Not applicable,London Road,Open,Mixed,Kingston Upon Thames,-0.296467,51.4103012
school_london_Kingswood_House_School,Kingswood House School,Other Independent School,Not applicable,56 West Hill,Open,Boys,Epsom And Ewell,-0.278418,51.3344994
school_london_Kingswood_Primary_School,Kingswood Primary School,Community School,Primary,Gipsy Road,Open,Mixed,Lambeth,-0.0904315,51.4269981
school_london_Kisharon_School,Kisharon School,Other Independent Special School,Not applicable,1011 Finchley Road,Open,Mixed,Barnet,-0.198294,51.5788002
school_london_Kisimul_School,Kisimul School,Other Independent Special School,Not applicable,Woodstock Lane North,Open,Mixed,Elmbridge,-0.31798,51.3792992
school_london_Knightsbridge_School,Knightsbridge School,Other Independent School,Not applicable,67 Pont Street,Open,Mixed,Kensington And Chelsea,-0.162919,51.4964981
school_london_Knollmead_Primary_School,Knollmead Primary School,Academy Sponsor Led,Primary,Knollmead,Open,Mixed,Kingston Upon Thames,-0.273886,51.3787003
school_london_Kobi_Nazrul_Primary_School,Kobi Nazrul Primary School,Community School,Primary,Settles Street,Open,Mixed,Tower Hamlets,-0.0649334,51.5159988
school_london_Krishna_Avanti_Primary_School,Krishna Avanti Primary School,Academy Converter,Primary,Camrose Avenue,Open,Mixed,Harrow,-0.280702,51.6040993
school_london_L'ecole_Bilingue_Elementaire,L'ecole Bilingue Elementaire,Other Independent School,Not applicable,St David's Welsh Church,Open,Mixed,Westminster,-0.176793,51.5214005
school_london_L'ecole_De_Battersea,L'ecole De Battersea,Other Independent School,Not applicable,Trott Street,Open,Mixed,Wandsworth,-0.172312,51.4734001
school_london_L'ecole_Des_Petits_School,L'ecole Des Petits School,Other Independent School,Not applicable,2 Hazlebury Road,Open,Mixed,Hammersmith And Fulham,-0.191041,51.4720993
school_london_L'ecole_Internationale_Franco-anglaise_Ltd,L'ecole Internationale Franco-anglaise Ltd,Other Independent School,Not applicable,36 Portland Place,Open,Mixed,Westminster,-0.144545,51.5200005
school_london_La_Chouette_School,La Chouette School,Other Independent School,Not applicable,17 The Mall,Open,Mixed,Ealing,-0.299767,51.5143013
school_london_La_Fontaine_Academy,La Fontaine Academy,Free Schools,Primary,Princes Plain,Open,Mixed,Bromley,0.0448443,51.3809013
school_london_La_Petite_Ecole_Bilingue,La Petite Ecole Bilingue,Other Independent School,Not applicable,90 Oxford Gardens,Open,Mixed,Kensington And Chelsea,-0.215219,51.5181007
school_london_La_Petite_Ecole_Francaise,La Petite Ecole Francaise,Other Independent School,Not applicable,,Open,Mixed,Kensington And Chelsea,-0.216944,51.5196991
school_london_La_Retraite_Roman_Catholic_Girls'_School,La Retraite Roman Catholic Girls' School,Voluntary Aided School,Secondary,Atkins Road,Open,Girls,Lambeth,-0.142814,51.4477005
school_london_La_Sainte_Union_Catholic_Secondary_School,La Sainte Union Catholic Secondary School,Voluntary Aided School,Secondary,Highgate Road,Open,Girls,Camden,-0.149453,51.5600014
school_london_La_Salette_Catholic_Primary_School,La Salette Catholic Primary School,Voluntary Aided School,Primary,Dunedin Road,Open,Mixed,Havering,0.191034,51.523201
school_london_La_Scuola_Italiana_A_Londra,La Scuola Italiana A Londra,Other Independent School,Not applicable,154 Holland Park Avenue,Open,Mixed,Kensington And Chelsea,-0.21105,51.5060997
school_london_Ladbrooke_Junior_Mixed_And_Infant_School,Ladbrooke Junior Mixed And Infant School,Community School,Primary,Watkins Rise,Open,Mixed,Hertsmere,-0.179736,51.6963997
school_london_Lady_Aisha_Academy,Lady Aisha Academy,Other Independent School,Not applicable,Victoria Road,Open,Girls,Barking And Dagenham,0.0774864,51.5442009
school_london_Lady_Bankes_Infant_School,Lady Bankes Infant School,Community School,Primary,Dawlish Drive,Open,Mixed,Hillingdon,-0.407703,51.5703011
school_london_Lady_Bankes_Junior_School,Lady Bankes Junior School,Community School,Primary,Dawlish Drive,Open,Mixed,Hillingdon,-0.407703,51.5703011
school_london_Lady_Margaret_Primary_School,Lady Margaret Primary School,Community School,Primary,Lady Margaret Road,Open,Mixed,Ealing,-0.373149,51.5237007
school_london_Lady_Margaret_School,Lady Margaret School,Academy Converter,Secondary,Parson's Green,Open,Girls,Hammersmith And Fulham,-0.199655,51.4742012
school_london_Lady_Nafisa_Independent_Secondary_School_For_Girls,Lady Nafisa Independent Secondary School For Girls,Other Independent School,Not applicable,Banklabs House,Open,Girls,Hounslow,-0.363671,51.4636002
school_london_Lake_Farm_Park_Academy,Lake Farm Park Academy,Academy Sponsor Led,Primary,Botwell Common Road,Open,Mixed,Hillingdon,-0.42587,51.5126991
school_london_Laleham_Cofe_Va_Primary_School,Laleham Cofe Va Primary School,Voluntary Aided School,Primary,The Broadway,Open,Mixed,Spelthorne,-0.487822,51.4104004
school_london_Laleham_Lea_School,Laleham Lea School,Other Independent School,Not applicable,29 Peaks Hill,Open,Mixed,Croydon,-0.132567,51.3440018
school_london_Lambeth_Academy,Lambeth Academy,Academy Sponsor Led,Secondary,Elms Road,Open,Mixed,Lambeth,-0.141198,51.4574013
school_london_Lambourne_Primary_School,Lambourne Primary School,Community School,Primary,Hoe Lane,Open,Mixed,Epping Forest,0.118107,51.6481018
school_london_Lammas_School_And_Sixth_Form,Lammas School And Sixth Form,Community School,Secondary,150 Seymour Road,Open,Mixed,Waltham Forest,-0.0256607,51.5658989
school_london_Lampton_Academy,Lampton Academy,Academy Converter,Secondary,Lampton Avenue,Open,Mixed,Hounslow,-0.367949,51.4771996
school_london_Lancasterian_Primary_School,Lancasterian Primary School,Community School,Primary,King's Road,Open,Mixed,Haringey,-0.0718236,51.6016006
school_london_Lanchester_Community_Free_School,Lanchester Community Free School,Free Schools,Primary,Hempstead Road,Open,Mixed,Watford,-0.407097,51.6607018
school_london_Langdon_Academy,Langdon Academy,Academy Sponsor Led,All Through,Sussex Road,Open,Mixed,Newham,0.0690379,51.5321999
school_london_Langdon_Park_Community_School,Langdon Park Community School,Community School,Secondary,Bright Street,Open,Mixed,Tower Hamlets,-0.0122985,51.5153008
school_london_Langford_Primary_School,Langford Primary School,Academy Sponsor Led,Primary,Gilstead Road,Open,Mixed,Hammersmith And Fulham,-0.188871,51.4726982
school_london_Langley_Grammar_School,Langley Grammar School,Academy Converter,Secondary,Reddington Drive,Open,Mixed,Slough,-0.552573,51.4990005
school_london_Langley_Hall_Primary_Academy,Langley Hall Primary Academy,Free Schools,Primary,Station Road,Open,Mixed,Slough,-0.544487,51.5042
school_london_Langley_Park_School_For_Boys,Langley Park School For Boys,Academy Converter,Secondary,South Eden Park Road,Open,Boys,Bromley,-0.0209956,51.3886986
school_london_Langley_Park_School_For_Girls,Langley Park School For Girls,Academy Converter,Secondary,Hawksbrook Lane,Open,Girls,Bromley,-0.0178052,51.3883018
school_london_Langtons_Infant_School,Langtons Infant School,Community School,Primary,Westland Avenue,Open,Mixed,Havering,0.221385,51.5629997
school_london_Langtons_Junior_Academy,Langtons Junior Academy,Academy Sponsor Led,Primary,Westland Avenue,Open,Mixed,Havering,0.221385,51.5629997
school_london_Lansbury_Lawrence_Primary_School,Lansbury Lawrence Primary School,Community School,Primary,Cordelia Street,Open,Mixed,Tower Hamlets,-0.0171052,51.5135002
school_london_Lansdowne_College,Lansdowne College,Other Independent School,Not applicable,40-44 Bark Place,Open,Mixed,Westminster,-0.189707,51.5112
school_london_Lansdowne_School,Lansdowne School,Community Special School,Not applicable,Argyll Close,Open,Mixed,Lambeth,-0.120071,51.4670982
school_london_Lantern_Of_Knowledge_Secondary_School,Lantern Of Knowledge Secondary School,Other Independent School,Not applicable,30-36 Lindley Road,Open,Boys,Waltham Forest,-0.0095739,51.5642014
school_london_Larchwood_Primary_School,Larchwood Primary School,Academy Sponsor Led,Primary,Larchwood Gardens,Open,Mixed,Brentwood,0.287751,51.635601
school_london_Lark_Hall_Primary_School_(including_Lark_Hall_Centre_For_Pupils_With_Autism),Lark Hall Primary School (including Lark Hall Centre For Pupils With Autism),Community School,Primary,Smedley Street,Open,Mixed,Lambeth,-0.129744,51.4706993
school_london_Larkswood_Primary_School,Larkswood Primary School,Academy Converter,Primary,New Road,Open,Mixed,Waltham Forest,-0.012007,51.6179008
school_london_Larmenier_&_Sacred_Heart_Catholic_Primary_School,Larmenier & Sacred Heart Catholic Primary School,Voluntary Aided School,Primary,41a Brook Green,Open,Mixed,Hammersmith And Fulham,-0.218156,51.4953003
school_london_Latchmere_School,Latchmere School,Academy Converter,Primary,Latchmere Road,Open,Mixed,Kingston Upon Thames,-0.294469,51.4225998
school_london_Lathom_Junior_School,Lathom Junior School,Community School,Primary,Lathom Road,Open,Mixed,Newham,0.0533326,51.5376015
school_london_Latimer_Ap_Academy,Latimer Ap Academy,Academy Alternative Provision Converter,Not applicable,194 Freston Road,Open,Mixed,Kensington And Chelsea,-0.220024,51.5139008
school_london_Latymer_All_Saints_Cofe_Primary_School,Latymer All Saints Cofe Primary School,Voluntary Aided School,Primary,41 Hydethorpe Avenue,Open,Mixed,Enfield,-0.0686739,51.6258011
school_london_Latymer_Upper_School,Latymer Upper School,Other Independent School,Not applicable,237 King Street,Open,Mixed,Hammersmith And Fulham,-0.237476,51.493
school_london_Launcelot_Primary_School,Launcelot Primary School,Community School,Primary,Launcelot Road,Open,Mixed,Lewisham,0.0144615,51.4266014
school_london_Laurance_Haines_School,Laurance Haines School,Community School,Primary,Vicarage Road,Open,Mixed,Watford,-0.407395,51.6469002
