codigo_dea,tipo_establecimiento,tipo_titularidad,direccion_completa,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,municipio_nombre,direccion_coordenada_x,direccion_coordenada_y
2018-1692,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de Bravo Murillo 202 28020 Madrid,Calle,de Bravo Murillo,202,28020,Madrid,437544,4465680.0
2018-3032,Instalaciones de transporte,Pública,Calle del Bronce 1 28045 Madrid,Calle,del Bronce,1,28045,Madrid,441554,4471627.0
2017-326,Establecimiento dependiente de una Administración Pública,Pública,Calle del Sacramento 1 28005 Madrid,Calle,del Sacramento,1,28005,Madrid,439708,4473987.0
2022-991,Establecimiento dependiente de una Administración Pública,Pública,Calle del Sacramento 5 28005 Madrid,Calle,del Sacramento,5,28005,Madrid,439650,4474024.0
2017-1,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Salvador de Madariaga 1 28027 Madrid,Calle,de Salvador de Madariaga,1,28027,Madrid,444215,4476437.0
2018-1943,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Salvador de Madariaga 1 28027 Madrid,Calle,de Salvador de Madariaga,1,28027,Madrid,444147,4476445.0
2017-390,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Salvador de Madariaga 1 28027 Madrid,Calle,de Salvador de Madariaga,1,28027,Madrid,441169,4476471.0
2017-388,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Salvador de Madariaga 1 28027 Madrid,Calle,de Salvador de Madariaga,1,28027,Madrid,444204,4476421.0
2017-389,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Salvador de Madariaga 1 28027 Madrid,Calle,de Salvador de Madariaga,1,28027,Madrid,444149,4476444.0
2018-2237,Establecimiento dependiente de una Administración Pública,Pública,Calle de Salvador de Madariaga 11 28027 Madrid,Calle,de Salvador de Madariaga,11,28027,Madrid,444216,4476821.0
2023-520,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Salvador de Madariaga 1 28027 Madrid,Calle,de Salvador de Madariaga,1,28027,Madrid,444187,4476451.0
2019-359,Centro educativo,Privada,Calle de San Andrés 34 28004 Madrid,Calle,de San Andrés,34,28004,Madrid,440423,4475485.0
2020-132,Centro educativo,Privada,Calle de San Benito 6 28029 Madrid,Calle,de San Benito,6,28029,Madrid,441476,4479977.0
2018-2856,Instalaciones de transporte,Pública,Calle de San Bernardo 45 28015 Madrid,Calle,de San Bernardo,45,28015,Madrid,439988,4475080.0
2022-1262,Otros,Privada,Calle de San Bernardo 48 28015 Madrid,Calle,de San Bernardo,48,28015,Madrid,440005,4475158.0
2023-475,Establecimiento hotelero con más de 100 plazas,Privada,Calle de San Bernardo 1 28013 Madrid,Calle,de San Bernardo,1,28013,Madrid,439899,4474694.0
2024-621,Otros,Privada,Calle de San Bernardo 20 28015 Madrid,Calle,de San Bernardo,20,28015,Madrid,439989,4474920.0
2024-838,Otros,Privada,Calle de San Bernardo 107 28015 Madrid,Calle,de San Bernardo,107,28015,Madrid,440170,4475944.0
2021-88,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Perseo 95 28938 Móstoles,Calle,de Perseo,95,28938,Móstoles,426367,4462113.0
2021-638,Otros,Privada,Calle de Pegaso 51 28938 Móstoles,Calle,de Pegaso,51,28938,Móstoles,426303,4462136.0
2021-216,Instalaciones de transporte,Pública,Plaza del Sol 0 28938 Móstoles,Plaza,del Sol,0,28938,Móstoles,426507,4462425.0
2023-742,Establecimiento dependiente de una Administración Pública,Pública,Calle Ataúlfo Argenta 3 28981 Parla,Calle,Ataúlfo Argenta,3,28981,Parla,460636,4442748.0
2024-285,Otros,Privada,Avda Juan Pablo II 9 28320 Pinto,Avda,Juan Pablo II,9,28320,Pinto,440770,4456713.0
2017-357,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,"Avda Nuestra Señora del Retamar 16 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,16,28232,"Rozas de Madrid, Las",424644,4484405.0
2017-354,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,"Avda Nuestra Señora del Retamar 16 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,16,28232,"Rozas de Madrid, Las",424667,4484525.0
2019-285,Establecimiento dependiente de una Administración Pública,Pública,"Avda Nuestra Señora del Retamar 16 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,16,28232,"Rozas de Madrid, Las",424619,4484399.0
2019-275,Establecimiento dependiente de una Administración Pública,Pública,"Avda Nuestra Señora del Retamar 16 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,16,28232,"Rozas de Madrid, Las",424619,4484399.0
2019-293,Establecimiento dependiente de una Administración Pública,Pública,"Avda Nuestra Señora del Retamar 8 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,8,28232,"Rozas de Madrid, Las",424618,4484376.0
2022-1319,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,"Avda Nuestra Señora del Retamar 16 28232 Rozas de Madrid, Las",Avda,Nuestra Señora del Retamar,16,28232,"Rozas de Madrid, Las",424729,4484414.0
2022-402,Establecimiento hotelero con más de 100 plazas,Privada,Calle Ribadeo 0 28250 Torrelodones,Calle,Ribadeo,0,28250,Torrelodones,421624,4491622.0
2023-770,Establecimiento dependiente de una Administración Pública,Pública,Avda de Torrelodones 15 28250 Torrelodones,Avda,de Torrelodones,15,28250,Torrelodones,419576,4492091.0
2023-778,Establecimiento dependiente de una Administración Pública,Pública,Avda de Torrelodones 8 28250 Torrelodones,Avda,de Torrelodones,8,28250,Torrelodones,420062,4492211.0
2021-420,Establecimiento dependiente de una Administración Pública,Pública,Calle del Canal de Isabel II 34 28189 Torremocha de Jarama,Calle,del Canal de Isabel II,34,28189,Torremocha de Jarama,457986,4520846.0
2020-186,Otros,Privada,Calle del Castaño 8 28350 Ciempozuelos,Calle,del Castaño,8,28350,Ciempozuelos,444079,4442959.0
2018-1907,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2018-1904,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2018-1902,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2018-1894,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2018-1901,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2018-1890,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2018-1892,Centro de trabajo con más de 250 trabajadores,Privada,Avda de las Palmeras 21 28350 Ciempozuelos,Avda,de las Palmeras,21,28350,Ciempozuelos,444294,4443121.0
2021-239,Otros,Privada,Calle de las Palmeras 7 28350 Ciempozuelos,Calle,de las Palmeras,7,28350,Ciempozuelos,444144,4443565.0
2018-2344,Centro educativo,Privada,Calle de Dolores Barranco 65 28026 Madrid,Calle,de Dolores Barranco,65,28026,Madrid,439803,4470486.0
2018-811,Otros,Privada,Calle de Don Ramón de la Cruz 105 28006 Madrid,Calle,de Don Ramón de la Cruz,105,28006,Madrid,443039,4475549.0
2018-2745,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Don Ramón de la Cruz 94 28006 Madrid,Calle,de Don Ramón de la Cruz,94,28006,Madrid,443075,4475520.0
2018-2804,Centro educativo,Privada,Calle de Don Ramón de la Cruz 98 28006 Madrid,Calle,de Don Ramón de la Cruz,98,28006,Madrid,443141,4475516.0
2018-2919,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Don Ramón de la Cruz 84 28006 Madrid,Calle,de Don Ramón de la Cruz,84,28006,Madrid,442882,4475535.0
2020-605,Otros,Privada,Calle de Don Ramón de la Cruz 38 28001 Madrid,Calle,de Don Ramón de la Cruz,38,28001,Madrid,442167,4475588.0
2022-114,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Don Ramón de la Cruz 33 28001 Madrid,Calle,de Don Ramón de la Cruz,33,28001,Madrid,442167,4475609.0
2023-838,Otros,Privada,Calle de Don Ramón de la Cruz 105 28006 Madrid,Calle,de Don Ramón de la Cruz,105,28006,Madrid,443040,4475548.0
2022-1295,Otros,Privada,Calle de Rafael Fernández Hijicos 11 28038 Madrid,Calle,de Rafael Fernández Hijicos,11,28038,Madrid,446013,4471458.0
2018-1006,Otros,Pública,Calle de Ramírez de Arellano 15 28043 Madrid,Calle,de Ramírez de Arellano,15,28043,Madrid,444537,4477789.0
2018-2287,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 35 28043 Madrid,Calle,de Ramírez de Arellano,35,28043,Madrid,444168,4477557.0
2018-2917,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 15 28043 Madrid,Calle,de Ramírez de Arellano,15,28043,Madrid,444521,4477777.0
2020-639,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 29 28043 Madrid,Calle,de Ramírez de Arellano,29,28043,Madrid,444212,4477639.0
2020-285,Otros,Privada,Calle de Ramírez de Arellano 21 28043 Madrid,Calle,de Ramírez de Arellano,21,28043,Madrid,444448,4477734.0
2018-2286,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 35 28043 Madrid,Calle,de Ramírez de Arellano,35,28043,Madrid,444168,4477557.0
2023-161,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 105 28043 Madrid,Calle,de Ramírez de Arellano,105,28043,Madrid,444177,4477582.0
2023-162,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 35 28043 Madrid,Calle,de Ramírez de Arellano,35,28043,Madrid,444177,4477582.0
2023-604,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Arellano 19 28043 Madrid,Calle,de Ramírez de Arellano,19,28043,Madrid,444430,4477750.0
2018-1801,Otros,Privada,Calle de Ramírez de Arellano 15 28043 Madrid,Calle,de Ramírez de Arellano,15,28043,Madrid,444522,4477780.0
2024-438,Otros,Privada,Calle de Ramírez de Arellano 37 28043 Madrid,Calle,de Ramírez de Arellano,37,28043,Madrid,444185,4477488.0
2021-37,Otros,Privada,Calle de Ramírez de Arellano 15 28043 Madrid,Calle,de Ramírez de Arellano,15,28043,Madrid,445222,4477780.0
2021-38,Otros,Privada,Calle de Ramírez de Arellano 15 28043 Madrid,Calle,de Ramírez de Arellano,15,28043,Madrid,445222,4477780.0
2019-154,Instalaciones de transporte,Pública,Calle de Ramón Gómez de la Serna 33 28035 Madrid,Calle,de Ramón Gómez de la Serna,33,28035,Madrid,438699,4481794.0
2019-562,Establecimiento dependiente de una Administración Pública,Pública,Calle de Ramón Power 54 28043 Madrid,Calle,de Ramón Power,54,28043,Madrid,446803,4479379.0
2019-550,Establecimiento dependiente de una Administración Pública,Pública,Calle de Ramón Power 26 28043 Madrid,Calle,de Ramón Power,26,28043,Madrid,446803,4479379.0
2017-325,Establecimiento dependiente de una Administración Pública,Pública,Calle de Ramón Power 24 28043 Madrid,Calle,de Ramón Power,24,28043,Madrid,446398,4479388.0
2024-371,Otros,Privada,Calle de Ramón Power 9 28043 Madrid,Calle,de Ramón Power,9,28043,Madrid,446430,4479420.0
2018-114,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Ramón de Aguinaga 13 28028 Madrid,Calle,de Ramón de Aguinaga,13,28028,Madrid,443805,4475340.0
2018-3127,Instalaciones de transporte,Pública,Plaza de Ramón y Cajal 0 28040 Madrid,Plaza,de Ramón y Cajal,0,28040,Madrid,438393,4477254.0
2023-959,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Recoletos 18 28001 Madrid,Calle,de Recoletos,18,28001,Madrid,441511,4474771.0
2024-592,Otros,Privada,Calle de Hospital de Órbigo 12 28050 Madrid,Calle,de Hospital de Órbigo,12,28050,Madrid,443380,4484824.0
2019-50,Instalaciones de transporte,Pública,Calle de Ibiza 4 28009 Madrid,Calle,de Ibiza,4,28009,Madrid,442485,4474412.0
2020-316,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de Ibiza 8 28009 Madrid,Calle,de Ibiza,8,28009,Madrid,442528,4474391.0
2023-382,Otros,Privada,Calle de Ibiza 26 28009 Madrid,Calle,de Ibiza,26,28009,Madrid,442709,4474379.0
2024-361,Centro educativo,Privada,Calle de Ignacio Santos Viñuelas 9 28021 Madrid,Calle,de Ignacio Santos Viñuelas,9,28021,Madrid,441504,4466790.0
2018-1326,Establecimiento hotelero con más de 100 plazas,Privada,Plaza de la Independencia 3 28001 Madrid,Plaza,de la Independencia,3,28001,Madrid,441522,4474667.0
2019-640,Centro de trabajo con más de 250 trabajadores,Privada,Plaza de la Independencia 6 28001 Madrid,Plaza,de la Independencia,6,28001,Madrid,441654,4474639.0
2021-10,Otros,Privada,Plaza de la Independencia 6 28001 Madrid,Plaza,de la Independencia,6,28001,Madrid,441751,4474848.0
2021-910,Otros,Privada,Plaza de la Independencia 4 28001 Madrid,Plaza,de la Independencia,4,28001,Madrid,441538,4474677.0
2018-1856,Centro educativo,Privada,Plaza del Duque de Pastrana 5 28036 Madrid,Plaza,del Duque de Pastrana,5,28036,Madrid,442506,4479986.0
2018-1860,Centro educativo,Privada,Plaza del Duque de Pastrana 5 28036 Madrid,Plaza,del Duque de Pastrana,5,28036,Madrid,442480,4479959.0
2019-242,Centro educativo,Privada,Plaza del Duque de Pastrana 5 28036 Madrid,Plaza,del Duque de Pastrana,5,28036,Madrid,442481,4479958.0
2019-331,Centro educativo,Privada,Paseo de Eduardo Dato 2 28010 Madrid,Paseo,de Eduardo Dato,2,28010,Madrid,464761,4456220.0
2019-128,Centro educativo,Privada,Calle de Emilio Ferrari 87 28017 Madrid,Calle,de Emilio Ferrari,87,28017,Madrid,445774,4475579.0
2019-398,Centro educativo,Privada,Calle de Emilio Ortuño 13 28038 Madrid,Calle,de Emilio Ortuño,13,28038,Madrid,466336,4453979.0
2017-146,Establecimiento dependiente de una Administración Pública,Privada,Calle de Emilio Vargas 7 28043 Madrid,Calle,de Emilio Vargas,7,28043,Madrid,444537,4477719.0
2017-147,Establecimiento dependiente de una Administración Pública,Privada,Calle de Emilio Vargas 7 28043 Madrid,Calle,de Emilio Vargas,7,28043,Madrid,444520,4477777.0
2018-1131,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Emilio Vargas 6 28043 Madrid,Calle,de Emilio Vargas,6,28043,Madrid,444496,4477659.0
2018-1135,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Emilio Vargas 6 28043 Madrid,Calle,de Emilio Vargas,6,28043,Madrid,444496,4477659.0
2018-1130,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Emilio Vargas 6 28043 Madrid,Calle,de Emilio Vargas,6,28043,Madrid,444496,4477659.0
2021-70,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2021-69,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2019-177,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2021-64,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2021-66,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2021-67,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2021-65,Otros,Privada,Calle de Emilio Vargas 4 28043 Madrid,Calle,de Emilio Vargas,4,28043,Madrid,444434,4477619.0
2022-306,Otros,Privada,Calle de Emilio Vargas 3 28043 Madrid,Calle,de Emilio Vargas,3,28043,Madrid,444437,4477671.0
2023-976,Otros,Privada,Calle de Emilio Vargas 1 28043 Madrid,Calle,de Emilio Vargas,1,28043,Madrid,444377,4477610.0
2023-973,Otros,Privada,Calle de Emilio Vargas 1 28043 Madrid,Calle,de Emilio Vargas,1,28043,Madrid,444377,4477610.0
2017-343,Instalaciones de transporte,Pública,Plaza del Emperador Carlos V 1 28012 Madrid,Plaza,del Emperador Carlos V,1,28012,Madrid,441376,4473078.0
2019-576,Establecimiento hotelero con más de 100 plazas,Privada,Plaza del Emperador Carlos V 8 28012 Madrid,Plaza,del Emperador Carlos V,8,28012,Madrid,441145,4473342.0
2024-94,Instalaciones de transporte,Privada,Plaza del Emperador Carlos V 0 28045 Madrid,Plaza,del Emperador Carlos V,0,28045,Madrid,441225,4473265.0
2024-93,Instalaciones de transporte,Privada,Plaza del Emperador Carlos V 0 28945 Madrid,Plaza,del Emperador Carlos V,0,28945,Madrid,441225,4473265.0
2021-414,Establecimiento hotelero con más de 100 plazas,Privada,Calle de la Encomienda 16 28012 Madrid,Calle,de la Encomienda,16,28012,Madrid,440102,4473588.0
2024-148,Instalaciones de transporte,Pública,Avda de Entrevías 0 28053 Madrid,Avda,de Entrevías,0,28053,Madrid,443300,4470337.0
2021-230,Instalaciones de transporte,Pública,Avda de Abrantes 79 28025 Madrid,Avda,de Abrantes,79,28025,Madrid,438187,4470253.0
2021-233,Instalaciones de transporte,Pública,Avda de Abrantes 122 28025 Madrid,Avda,de Abrantes,122,28025,Madrid,437635,4469732.0
2018-750,Centro educativo,Privada,Avda de Ahones 11 28043 Madrid,Avda,de Ahones,11,28043,Madrid,445703,4478315.0
2017-94,Centro educativo,Privada,Avda de Canillejas a Vicálvaro 135 28022 Madrid,Avda,de Canillejas a Vicálvaro,135,28022,Madrid,448246,4475257.0
2022-320,Establecimiento dependiente de una Administración Pública,Pública,Paseo de las Alamedillas 5 28034 Madrid,Paseo,de las Alamedillas,5,28034,Madrid,440994,4483241.0
2018-715,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda de la Albufera 43 28038 Madrid,Avda,de la Albufera,43,28038,Madrid,443527,4471986.0
2018-2904,Instalaciones de transporte,Pública,Avda de la Albufera 14 28053 Madrid,Avda,de la Albufera,14,28053,Madrid,443298,4472109.0
2018-2833,Instalaciones de transporte,Pública,Avda de la Albufera 248 28038 Madrid,Avda,de la Albufera,248,28038,Madrid,445235,4471262.0
2018-2909,Instalaciones de transporte,Pública,Avda de la Albufera 285 28038 Madrid,Avda,de la Albufera,285,28038,Madrid,445684,4470968.0
2018-2903,Instalaciones de transporte,Pública,Avda de la Albufera 54 28053 Madrid,Avda,de la Albufera,54,28053,Madrid,443543,4471938.0
2018-3160,Instalaciones de transporte,Pública,Avda de la Albufera 108 28018 Madrid,Avda,de la Albufera,108,28018,Madrid,444001,4471618.0
2018-2893,Instalaciones de transporte,Pública,Avda de la Albufera 179 28038 Madrid,Avda,de la Albufera,179,28038,Madrid,444498,4471439.0
2021-940,Centro educativo,Privada,Avda de la Albufera 319 28038 Madrid,Avda,de la Albufera,319,28038,Madrid,446274,4470615.0
2023-863,Otros,Privada,Avda de la Albufera 323 28031 Madrid,Avda,de la Albufera,323,28031,Madrid,446468,4470515.0
2018-2159,Centros residenciales de mayores con 200 plazas,Privada,Calle de Alcobendas 12 28033 Madrid,Calle,de Alcobendas,12,28033,Madrid,445578,4480775.0
