codigo_dea,tipo_establecimiento,tipo_titularidad,direccion_completa,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,municipio_nombre,direccion_coordenada_x,direccion_coordenada_y
2019-273,Establecimiento dependiente de una Administración Pública,Pública,"Calle Comunidad de La Rioja 4 28231 Rozas de Madrid, Las",Calle,Comunidad de La Rioja,4,28231,"Rozas de Madrid, Las",425227,4482713.0
2020-702,Establecimiento dependiente de una Administración Pública,Pública,"Calle Comunidad de La Rioja 2 28231 Rozas de Madrid, Las",Calle,Comunidad de La Rioja,2,28231,"Rozas de Madrid, Las",425298,4482681.0
2019-160,Centro educativo,Privada,"Avda Coruña 70 28231 Rozas de Madrid, Las",Avda,Coruña,70,28231,"Rozas de Madrid, Las",426573,4482482.0
2018-2827,Otros,Privada,Calle de Estocolmo 2 28022 Madrid,Calle,de Estocolmo,2,28022,Madrid,448920,4475006.0
2019-825,Centro educativo,Privada,Calle de la Macarena 37 28016 Madrid,Calle,de la Macarena,37,28016,Madrid,442616,4479233.0
2018-1671,Otros,Pública,Calle de Los Madrazo 14 28014 Madrid,Calle,de Los Madrazo,14,28014,Madrid,440822,4474329.0
2020-813,Establecimiento dependiente de una Administración Pública,Pública,Calle de Los Madrazo 38 28014 Madrid,Calle,de Los Madrazo,38,28014,Madrid,441077,4474323.0
2018-1368,Centro educativo,Privada,Calle de la Madre Antonia París 1 28027 Madrid,Calle,de la Madre Antonia París,1,28027,Madrid,444713,4477301.0
2018-1766,Centro educativo,Privada,Calle de la Madre Antonia París 1 28027 Madrid,Calle,de la Madre Antonia París,1,28027,Madrid,444713,4477299.0
2018-537,Centro educativo,Privada,Calle de la Madre Cándida María de Jesús 4 28026 Madrid,Calle,de la Madre Cándida María de Jesús,4,28026,Madrid,440434,4470708.0
2019-801,Centro educativo,Privada,Calle de la Madre Carmen del Niño Jesús 6 28002 Madrid,Calle,de la Madre Carmen del Niño Jesús,6,28002,Madrid,442305,4478034.0
2019-512,Centro educativo,Privada,Plaza de la Madre María Ana Mogas 12 28034 Madrid,Plaza,de la Madre María Ana Mogas,12,28034,Madrid,441605,4482854.0
2018-2388,Centro educativo,Privada,Plaza de la Madre Molas 1 28036 Madrid,Plaza,de la Madre Molas,1,28036,Madrid,441962,4479386.0
2024-681,Otros,Privada,Avda de los Madroños 27 28043 Madrid,Avda,de los Madroños,27,28043,Madrid,445367,4478570.0
2018-67,Otros,Privada,Calle del Maestro Alonso 21 28028 Madrid,Calle,del Maestro Alonso,21,28028,Madrid,443727,4475427.0
2020-707,Establecimiento dependiente de una Administración Pública,Pública,"Plaza José Prat 1 28290 Rozas de Madrid, Las",Plaza,José Prat,1,28290,"Rozas de Madrid, Las",424312,4489130.0
2024-536,Otros,Privada,"Calle Cabo Rufino Lázaro 21 28232 Rozas de Madrid, Las",Calle,Cabo Rufino Lázaro,21,28232,"Rozas de Madrid, Las",424845,4483233.0
2018-2578,Centro educativo,Privada,Calle Orense 108 28223 Pozuelo de Alarcón,Calle,Orense,108,28223,Pozuelo de Alarcón,429891,4473814.0
2022-1271,Otros,Privada,Calle Tórtola 1 28223 Pozuelo de Alarcón,Calle,Tórtola,1,28223,Pozuelo de Alarcón,433442,4474254.0
2019-2796,Establecimiento dependiente de una Administración Pública,Pública,"Avda Doctor Toledo 44 28231 Rozas de Madrid, Las",Avda,Doctor Toledo,44,28231,"Rozas de Madrid, Las",426260,4483083.0
2018-716,Otros,Privada,Calle Manises 1 28224 Pozuelo de Alarcón,Calle,Manises,1,28224,Pozuelo de Alarcón,432408,4477692.0
2024-125,Centro de trabajo con más de 250 trabajadores,Privada,Calle Manises 1 28224 Pozuelo de Alarcón,Calle,Manises,1,28224,Pozuelo de Alarcón,432389,4477699.0
2018-1942,Centro educativo,Privada,Calle Pajares 22 28223 Pozuelo de Alarcón,Calle,Pajares,22,28223,Pozuelo de Alarcón,431657,4475388.0
2022-1274,Otros,Privada,Avda Prado Largo 10 28223 Pozuelo de Alarcón,Avda,Prado Largo,10,28223,Pozuelo de Alarcón,427674,4476261.0
2021-378,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Magallanes 3 28015 Madrid,Calle,de Magallanes,3,28015,Madrid,440142,4476031.0
2021-348,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Magallanes 3 28015 Madrid,Calle,de Magallanes,3,28015,Madrid,440142,4476031.0
2021-347,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Magallanes 3 28015 Madrid,Calle,de Magallanes,3,28015,Madrid,440142,4476031.0
2023-942,Centro educativo,Privada,Calle Nazaret 5 28936 Móstoles,Calle,Nazaret,5,28936,Móstoles,427458,4464697.0
2018-2058,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Libertad 34 28937 Móstoles,Calle,de la Libertad,34,28937,Móstoles,427421,4464381.0
2020-658,Otros,Privada,Calle de la Libertad 14 28936 Móstoles,Calle,de la Libertad,14,28936,Móstoles,427340,4464581.0
2022-1010,Otros,Privada,Calle Niza 8 28936 Móstoles,Calle,Niza,8,28936,Móstoles,427839,4464274.0
2022-1347,Otros,Privada,Calle Río Duero 17 28935 Móstoles,Calle,Río Duero,17,28935,Móstoles,425662,4463093.0
2022-895,Otros,Privada,Avda de las Olimpiadas 1 28723 Pedrezuela,Avda,de las Olimpiadas,1,28723,Pedrezuela,446878,4509813.0
2022-896,Otros,Privada,Avda de las Olimpiadas 1 28723 Pedrezuela,Avda,de las Olimpiadas,1,28723,Pedrezuela,446984,4509934.0
2023-760,Centro educativo,Privada,Paseo Concepción 12 28224 Pozuelo de Alarcón,Paseo,Concepción,12,28224,Pozuelo de Alarcón,431880,4478079.0
2017-217,Centros residenciales de mayores con 200 plazas,Privada,Calle de Puerto de Santa María 15 28043 Madrid,Calle,de Puerto de Santa María,15,28043,Madrid,444756,4478374.0
2024-182,Otros,Privada,Calle de Puerto Rico 2 28016 Madrid,Calle,de Puerto Rico,2,28016,Madrid,442823,4478187.0
2019-884,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429316,4476896.0
2019-891,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429199,4477185.0
2019-885,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429147,4477081.0
2019-886,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429151,4477147.0
2019-887,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429188,4477015.0
2019-888,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429174,4477157.0
2019-831,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429322,4477078.0
2019-889,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429145,4476878.0
2019-890,Centro educativo,Privada,Ctra Majadahonda (M-515) 1.8 28223 Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,Pozuelo de Alarcón,429261,4477147.0
